area_swept_ha_der,date_yyyymmdd,depth_hi_prec_m,invertebrate_weight_kg,latitude_hi_prec_dd,longitude_hi_prec_dd,mean_seafloor_dep_position_type,midtow_position_type,nonspecific_organics_weight_kg,performance,program,project,sample_duration_hr_der,sampling_end_hhmmss,sampling_start_hhmmss,station_code,tow_end_timestamp,tow_start_timestamp,trawl_id,vertebrate_weight_kg,vessel,vessel_id,year,year_stn_invalid
1.963679146,20120630,372.8842,24.742,37.53712258,-123.0174221,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.343056,101637,95602,14064,2012-06-30T10:36:59Z,2012-06-30T09:42:55Z,2.01203E+11,289.68,Noahs Ark,17,2012,NA
1.60567185,20120630,521.8866,28.432,37.4127022,-122.9661014,Bottom Depth,Gear Track Midpoint,1.178,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.281389,133534,131841,14178,2012-06-30T13:59:08Z,2012-06-30T13:01:19Z,2.01203E+11,205.79,Noahs Ark,17,2012,NA
1.556333275,20120630,74.1764,44.136,37.47128923,-122.6806704,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.301389,160649,154844,14127,2012-06-30T16:14:21Z,2012-06-30T15:42:51Z,2.01203E+11,83.31,Noahs Ark,17,2012,NA
1.820742194,20120630,61.715,333.768,37.51098467,-122.6321871,Bottom Depth,Gear Start Haulback,1.223,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.316667,182028,180128,14076,2012-06-30T18:28:56Z,2012-06-30T17:56:43Z,2.01203E+11,106.26,Noahs Ark,17,2012,NA
1.843630936,20120701,475.0889,17.5,37.13828753,-122.8563698,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.330833,70807,64816,14404,2012-07-01T07:28:48Z,2012-07-01T06:34:11Z,2.01203E+11,285.14,Noahs Ark,17,2012,NA
1.969858516,20120701,193.6793,42.626,37.25306259,-122.808811,Bottom Depth,Gear Track Midpoint,0.664,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.333611,95251,93250,14298,2012-07-01T10:04:16Z,2012-07-01T09:25:00Z,2.01203E+11,512.21,Noahs Ark,17,2012,NA
1.633459645,20120701,90.9882,85.64,37.24357743,-122.5597692,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.307778,124404,122536,14306,2012-07-01T12:52:36Z,2012-07-01T12:22:42Z,2.01203E+11,86.11,Noahs Ark,17,2012,NA
1.500548374,20120701,66.9962,44.57,37.28205812,-122.5032111,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.3175,152817,150914,14281,2012-07-01T15:38:12Z,2012-07-01T15:03:48Z,2.01203E+11,100.81,Noahs Ark,17,2012,NA
1.669465312,20120702,552.0528,77.95,36.52721552,-122.0339957,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.283056,64430,62731,14807,2012-07-02T07:11:38Z,2012-07-02T06:11:46Z,2.01203E+11,262.46,Noahs Ark,17,2012,NA
2.274525115,20120702,1110.5185,35.732,36.42026866,-122.2220459,Bottom Depth,Gear Track Midpoint,0.08,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.386111,101244,94934,14850,2012-07-02T10:59:58Z,2012-07-02T09:18:34Z,2.01203E+11,508.12,Noahs Ark,17,2012,NA
2.420796748,20120702,1145.3495,25.885,36.39098139,-122.2292921,Bottom Depth,Gear Track Midpoint,0.315,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.425556,130725,124153,14867,2012-07-02T13:54:53Z,2012-07-02T12:07:55Z,2.01203E+11,489.92,Noahs Ark,17,2012,NA
1.640326368,20120702,392.1228,157.136,36.31211555,-122.1001065,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.301111,193706,191902,14909,2012-07-02T19:57:56Z,2012-07-02T19:03:33Z,2.01203E+11,289.59,Noahs Ark,17,2012,NA
1.486121103,20120703,108.8184,23.04,35.89432787,-121.5053468,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.293889,151513,145735,15207,2012-07-03T15:24:54Z,2012-07-03T14:49:16Z,2.01203E+11,174.95,Noahs Ark,17,2012,NA
2.683180216,20120704,682.5501,217.261,35.8750007,-121.6242254,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.418056,63310,60805,15227,2012-07-04T07:02:07Z,2012-07-04T05:52:09Z,2.01203E+11,142.75,Noahs Ark,17,2012,NA
2.265639192,20120704,898.7762,171.622,35.91489331,-121.7133358,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.448611,85742,83047,15200,2012-07-04T09:33:21Z,2012-07-04T08:05:28Z,2.01203E+11,260.41,Noahs Ark,17,2012,NA
2.325163807,20120704,1131.7907,66.726,35.9502914,-121.8398675,Bottom Depth,Gear Track Midpoint,1.928,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.515,122401,115307,15174,2012-07-04T13:08:30Z,2012-07-04T11:23:02Z,2.01203E+11,95.39,Noahs Ark,17,2012,NA
2.265810772,20120704,1179.7109,58.78,35.783419,-121.8892484,Bottom Depth,Gear Track Midpoint,0.859,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.5025,151325,144316,15307,2012-07-04T15:59:51Z,2012-07-04T14:08:28Z,2.01203E+11,61.17,Noahs Ark,17,2012,NA
2.836210728,20120704,1058.6145,77.111,35.64726772,-121.8915635,Bottom Depth,Gear Track Midpoint,1.37,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.5975,174907,171316,15432,2012-07-04T18:33:45Z,2012-07-04T16:42:26Z,2.01203E+11,96.15,Noahs Ark,17,2012,NA
1.471291885,20120705,302.667,282.087,35.62064676,-121.367217,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.314167,81754,75903,15449,2012-07-05T08:34:44Z,2012-07-05T07:49:26Z,2.01203E+11,288.31,Noahs Ark,17,2012,NA
2.101760743,20120705,868.7695,17.521,35.33771597,-121.4936532,Bottom Depth,Gear Start Haulback,0.307,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.360278,120424,114247,15748,2012-07-05T12:42:37Z,2012-07-05T11:12:15Z,2.01203E+11,541.25,Noahs Ark,17,2012,NA
2.44027943,20120705,663.1876,127.536,35.28424657,-121.335316,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.398611,145922,143527,15786,2012-07-05T15:29:32Z,2012-07-05T14:16:46Z,2.01203E+11,104.97,Noahs Ark,17,2012,NA
1.786714129,20120705,413.1286,614.866,35.45324602,-121.2570091,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.343611,174436,172359,15617,2012-07-05T18:06:38Z,2012-07-05T17:10:32Z,2.01203E+11,175.67,Noahs Ark,17,2012,NA
1.242744917,20120705,314.9973,89.4,35.53327871,-121.2470518,Bottom Depth,Gear Track Midpoint,7.14,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.295,202409,200627,15549,2012-07-05T20:42:30Z,2012-07-05T19:55:08Z,2.01203E+11,62.34,Noahs Ark,17,2012,NA
NA,20080712,142.2227,0.75,33.68557667,-119.84689,Gross Operation Depth,Vessel Start Haulback,NA,Unsatisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,NA,NA,NA,18260,2008-07-12T06:15:35Z,2008-07-12T05:52:22Z,2.00803E+11,29.98,Ms. Julie,10,2008,NA
1.977892717,20120706,224.3576,115.08,34.79545389,-120.8947381,Bottom Depth,Gear Track Midpoint,1.551,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.351389,63956,61851,16294,2012-07-06T06:59:52Z,2012-07-06T05:51:00Z,2.01203E+11,129.63,Noahs Ark,17,2012,NA
2.391702605,20150620,1062.9319,27.032,41.34684333,-124.5754208,Bottom Depth,Vessel Track Midpoint,2.459,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.343611,91003,84926,11508,2015-06-20T09:49:30Z,2015-06-20T08:22:33Z,2.01503E+11,335.81,Excalibur,8,2015,NA
1.760170643,20120706,95.3028,52.459,34.80653929,-120.773376,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.314167,104342,102451,16298,2012-07-06T10:57:33Z,2012-07-06T10:18:14Z,2.01203E+11,99.31,Noahs Ark,17,2012,NA
1.605195768,20120710,266.958,69.618,34.91077707,-120.9221586,Bottom Depth,Gear Track Midpoint,24.748,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.28,62346,60658,16179,2012-07-10T06:38:48Z,2012-07-10T05:53:49Z,2.01203E+11,141.32,Noahs Ark,17,2012,NA
1.899696956,20120710,111.6816,65.142,34.46644362,-120.6268281,Bottom Depth,Gear Track Midpoint,0.738,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.297778,110313,104521,16637,2012-07-10T11:12:45Z,2012-07-10T10:38:08Z,2.01203E+11,149.48,Noahs Ark,17,2012,NA
1.751124042,20120710,99.3541,61.26,34.44589133,-120.5619517,Bottom Depth,Gear Track Midpoint,2.539,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.329444,130549,124603,16639,2012-07-10T13:18:19Z,2012-07-10T12:39:25Z,2.01203E+11,50.58,Noahs Ark,17,2012,NA
1.569654077,20120710,81.0363,75.175,34.40679043,-120.4102002,Bottom Depth,Gear Track Midpoint,2.248,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.313056,162637,160750,16689,2012-07-10T16:36:11Z,2012-07-10T16:01:58Z,2.01203E+11,242.09,Noahs Ark,17,2012,NA
1.991644534,20120711,141.1868,58.432,34.11028502,-120.09805,Bottom Depth,Gear Track Midpoint,0.278,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.333333,61614,55614,17247,2012-07-11T06:24:15Z,2012-07-11T05:51:19Z,2.01203E+11,33,Noahs Ark,17,2012,NA
1.869948466,20120711,493.6283,8.07,34.20692266,-120.2491682,Bottom Depth,Gear Track Midpoint,0.44,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.338333,84611,82553,17041,2012-07-11T09:06:54Z,2012-07-11T08:08:32Z,2.01203E+11,4.45,Noahs Ark,17,2012,NA
1.775326163,20120711,425.7874,165.973,34.13682126,-120.0669637,Bottom Depth,Gear Track Midpoint,814.779,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.346111,110352,104306,17178,2012-07-11T11:24:29Z,2012-07-11T10:26:13Z,2.01203E+11,57.957,Noahs Ark,17,2012,NA
1.586921244,20120711,586.2957,0.35,34.21874031,-120.0392238,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.356944,133037,130912,16988,2012-07-11T13:50:52Z,2012-07-11T12:49:35Z,2.01203E+11,0.04,Noahs Ark,17,2012,NA
1.67977599,20120711,91.1184,106.12,34.38201741,-119.9333815,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.300556,153651,151849,16705,2012-07-11T15:47:04Z,2012-07-11T15:11:13Z,2.01203E+11,88.95,Noahs Ark,17,2012,NA
1.541537392,20120711,85.7861,42.754,34.04516309,-119.5018459,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.286667,194323,192611,17352,2012-07-11T19:56:18Z,2012-07-11T19:18:54Z,2.01203E+11,772.336,Noahs Ark,17,2012,NA
2.372911981,20120712,622.5503,27.749,34.00516687,-119.1358186,Bottom Depth,Gear Track Midpoint,33.182,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.380556,64624,62334,17364,2012-07-12T07:13:51Z,2012-07-12T06:03:05Z,2.01203E+11,227.37,Noahs Ark,17,2012,NA
NA,20090528,1031.1492,39,48.04450667,-125.9304817,Gross Operation Depth,Vessel Start Haulback,NA,Unsatisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,NA,NA,NA,5056,2009-05-28T20:09:49Z,2009-05-28T18:08:27Z,2.00903E+11,78.12,Noahs Ark,17,2009,NA
1.305288696,20120712,168.5638,21.11,33.76293522,-119.9237868,Bottom Depth,Gear Track Midpoint,0.455,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.280278,130247,124558,18066,2012-07-12T13:13:08Z,2012-07-12T12:36:23Z,2.01203E+11,75.48,Noahs Ark,17,2012,NA
1.500201312,20120712,457.8151,86.219,33.83169829,-120.2088478,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.299722,172530,170731,17893,2012-07-12T17:44:45Z,2012-07-12T16:52:14Z,2.01203E+11,247.55,Noahs Ark,17,2012,NA
2.483764978,20120713,1155.5607,23.29,33.44945932,-120.6007977,Bottom Depth,Gear Start Haulback,1.22,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.481389,64925,62032,19080,2012-07-13T07:38:13Z,2012-07-13T05:56:06Z,2.01203E+11,172.48,Noahs Ark,17,2012,NA
3.182842181,20120713,1078.1236,326.487,33.25507983,-120.1875001,Bottom Depth,Gear Start Haulback,6.692,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.6625,114645,110700,19647,2012-07-13T12:24:55Z,2012-07-13T10:44:20Z,2.01203E+11,131.69,Noahs Ark,17,2012,NA
2.185691981,20120713,672.2786,23.399,33.1685725,-120.2582108,Bottom Depth,Vessel Track Midpoint,2.434,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.353611,172637,170524,19977,2012-07-13T17:57:07Z,2012-07-13T16:47:18Z,2.01203E+11,22.37,Noahs Ark,17,2012,NA
1.947765749,20120714,499.8153,29.523,33.01953008,-120.1383344,Bottom Depth,Gear Track Midpoint,4.028,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.334444,62208,60204,20442,2012-07-14T06:46:41Z,2012-07-14T05:46:43Z,2.01203E+11,52.75,Noahs Ark,17,2012,NA
2.199198066,20120714,781.1965,31.06,32.75880812,-120.0221571,Bottom Depth,Gear Track Midpoint,0.532,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.379722,102959,100712,21317,2012-07-14T11:02:04Z,2012-07-14T09:40:07Z,2.01203E+11,87.1,Noahs Ark,17,2012,NA
1.892992872,20150620,113.6626,15.838,41.19447944,-124.3067219,Bottom Depth,Gear Start Haulback,4.366,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.290556,115640,113914,11625,2015-06-20T11:59:52Z,2015-06-20T11:31:03Z,2.01503E+11,316.85,Excalibur,8,2015,NA
1.680434609,20120715,456.3274,201.201,32.94891248,-117.3542307,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.36,191315,185139,20189,2012-07-15T19:32:05Z,2012-07-15T18:34:13Z,2.01203E+11,34.48,Noahs Ark,17,2012,NA
1.812596596,20120716,178.1548,172.863,33.21084227,-117.5009627,Bottom Depth,Gear Track Midpoint,32.562,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.337222,61408,55354,19293,2012-07-16T06:26:44Z,2012-07-16T05:45:17Z,2.01203E+11,28.98,Noahs Ark,17,2012,NA
2.178261523,20120716,426.4752,80.538,33.23720633,-117.5583417,Bottom Depth,Gear Track Midpoint,270.862,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.362222,73108,70924,19291,2012-07-16T07:54:43Z,2012-07-16T06:54:07Z,2.01203E+11,82.364,Noahs Ark,17,2012,NA
2.086379247,20120716,440.7399,63.583,32.68412335,-117.7783304,Bottom Depth,Gear Track Midpoint,0.598,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.38,151451,145203,21182,2012-07-16T15:32:29Z,2012-07-16T14:37:07Z,2.01203E+11,33.88,Noahs Ark,17,2012,NA
2.206644506,20120717,536.6593,1.99,32.84131624,-118.5753228,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.335,74417,72411,20833,2012-07-17T08:09:15Z,2012-07-17T07:06:54Z,2.01203E+11,27.31,Noahs Ark,17,2012,NA
1.90858963,20120717,1029.3229,24.814,32.71182556,-118.6716998,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.399167,103246,100849,21258,2012-07-17T11:15:36Z,2012-07-17T09:41:07Z,2.01203E+11,71.68,Noahs Ark,17,2012,NA
2.245719226,20120717,780.8416,149.646,32.75088395,-118.5774826,Bottom Depth,Gear Track Midpoint,2.676,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.374167,123943,121716,21155,2012-07-17T13:14:23Z,2012-07-17T11:58:38Z,2.01203E+11,85.74,Noahs Ark,17,2012,NA
1.621093024,20120717,834.6274,11.622,32.86507691,-118.116657,Bottom Depth,Gear Track Midpoint,2.153,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.495278,170745,163802,20622,2012-07-17T17:43:58Z,2012-07-17T16:12:19Z,2.01203E+11,40.18,Noahs Ark,17,2012,NA
2.122425763,20120718,323.7058,227.012,33.51411318,-118.7023986,Bottom Depth,Gear Track Midpoint,11.476,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.357778,83232,81104,18611,2012-07-18T08:51:28Z,2012-07-18T07:59:53Z,2.01203E+11,45.78,Noahs Ark,17,2012,NA
1.344392549,20120823,61.1264,59.36,47.74566971,-124.7055566,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.290556,64838,63112,5535,2012-08-23T06:55:48Z,2012-08-23T06:22:39Z,2.01203E+11,125.35,Noahs Ark,17,2012,NA
1.856887741,20120823,101.4354,38.391,47.63184734,-124.8165484,Bottom Depth,Gear Track Midpoint,1.018,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.285278,82555,80848,5736,2012-08-23T08:35:07Z,2012-08-23T08:01:48Z,2.01203E+11,1507.61,Noahs Ark,17,2012,NA
1.969327694,20120823,181.5451,0.94,47.64225891,-125.0535606,Bottom Depth,Gear Track Midpoint,21.05,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.314722,131909,130016,5730,2012-08-23T13:31:27Z,2012-08-23T12:47:57Z,2.01203E+11,4793.94,Noahs Ark,17,2012,NA
1.729456495,20120823,514.2673,19.26,47.55814583,-125.1390238,Bottom Depth,Gear Start Haulback,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.29,180708,174944,5828,2012-08-23T18:29:57Z,2012-08-23T17:37:31Z,2.01203E+11,94,Noahs Ark,17,2012,NA
NA,20120716,292.9121,13.35,32.75772667,-117.8056825,Gross Operation Depth,Vessel Track Midpoint,NA,Unsatisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.202778,172807,171557,20967,2012-07-16T17:39:26Z,2012-07-16T17:06:33Z,2.01203E+11,2.28,Noahs Ark,17,2012,NA
1.763589081,20120823,579.8091,39.961,47.50559005,-125.1855832,Bottom Depth,Gear Track Midpoint,0.289,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.316667,194142,192242,5928,2012-08-23T20:07:31Z,2012-08-23T19:04:10Z,2.01203E+11,70.99,Noahs Ark,17,2012,NA
2.044521487,20120824,992.0006,14.07,47.29599334,-125.1275443,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.375833,71922,65649,6226,2012-08-24T07:51:12Z,2012-08-24T06:19:14Z,2.01203E+11,122.75,Noahs Ark,17,2012,NA
1.987338508,20120824,113.4099,78.81,47.39885007,-124.7193631,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.305833,104527,102706,6092,2012-08-24T10:56:05Z,2012-08-24T10:19:48Z,2.01203E+11,260.02,Noahs Ark,17,2012,NA
1.513512752,20140902,63.1363,24.3,44.54753167,-124.2097421,Bottom Depth,Vessel Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.284167,80849,75146,9144,2014-09-02T08:14:11Z,2014-09-02T07:47:35Z,2.01403E+11,1.1,Excalibur,8,2014,NA
1.823125451,20120824,81.6517,61.98,47.3313744,-124.6066741,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.298611,131256,125501,6192,2012-08-24T13:21:05Z,2012-08-24T12:48:36Z,2.01203E+11,334.03,Noahs Ark,17,2012,NA
1.92895411,20120824,70.8261,25.1,47.33799465,-124.5700022,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.31,153641,151805,6193,2012-08-24T15:46:49Z,2012-08-24T15:12:27Z,2.01203E+11,198.79,Noahs Ark,17,2012,NA
1.822489325,20120825,87.5207,123.23,46.95410917,-124.5321813,Bottom Depth,Vessel Track Midpoint,0.89,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.288333,75151,73433,6659,2012-08-25T08:01:32Z,2012-08-25T07:26:13Z,2.01203E+11,247.8,Noahs Ark,17,2012,NA
1.91113841,20120825,105.547,84.02,46.98932292,-124.6521083,Bottom Depth,Vessel Track Midpoint,58.95,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.313333,102903,101015,6621,2012-08-25T10:37:31Z,2012-08-25T10:03:47Z,2.01203E+11,954.09,Noahs Ark,17,2012,NA
1.836223353,20120825,112.0519,39.066,46.94178272,-124.6506313,Bottom Depth,Gear Track Midpoint,7.964,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.306111,141406,135544,6687,2012-08-25T14:24:00Z,2012-08-25T13:49:05Z,2.01203E+11,224.32,Noahs Ark,17,2012,NA
1.948332269,20120825,122.1112,25.71,46.80403544,-124.6139732,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.305278,160714,154855,6807,2012-08-25T16:17:38Z,2012-08-25T15:42:24Z,2.01203E+11,146.35,Noahs Ark,17,2012,NA
1.737063939,20120825,88.4513,21.41,46.53965359,-124.3811374,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.297778,183617,181825,7067,2012-08-25T18:46:03Z,2012-08-25T18:11:26Z,2.01203E+11,141.57,Noahs Ark,17,2012,NA
1.741721792,20120825,190.9346,15.85,46.46548792,-124.5103435,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.269722,195550,193939,7121,2012-08-25T20:09:42Z,2012-08-25T19:31:13Z,2.01203E+11,628.8,Noahs Ark,17,2012,NA
2.052352466,20120826,133.9574,50.91,46.24839531,-124.367904,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.3025,141429,135620,7322,2012-08-26T14:27:18Z,2012-08-26T13:46:57Z,2.01203E+11,427.51,Noahs Ark,17,2012,NA
1.587028011,20120827,67.2753,159.6,45.47774412,-124.0449927,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.310278,64636,62759,8198.01,2012-08-27T06:57:32Z,2012-08-27T06:21:56Z,2.01203E+11,102.58,Noahs Ark,17,2012,NA
2.043908358,20120827,181.8895,34.38,45.43996857,-124.347243,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.310278,91505,85628,8224,2012-08-27T09:30:30Z,2012-08-27T08:45:41Z,2.01203E+11,281.42,Noahs Ark,17,2012,NA
2.164005957,20120827,247.5429,27.53,44.93542554,-124.4409035,Bottom Depth,Gear Track Midpoint,0.8,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.326389,135657,133722,8745,2012-08-27T14:12:18Z,2012-08-27T13:23:19Z,2.01203E+11,521.89,Noahs Ark,17,2012,NA
1.781808941,20120828,117.534,15.56,44.70781818,-124.4372902,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.311389,64946,63105,8984,2012-08-28T06:58:56Z,2012-08-28T06:27:38Z,2.01203E+11,276.23,Noahs Ark,17,2012,NA
1.881095694,20120901,194.1633,51.01,44.85445833,-124.488558,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.321944,70434,64515,8813,2012-09-01T07:19:34Z,2012-09-01T06:27:36Z,2.01203E+11,847.05,Noahs Ark,17,2012,NA
1.467969347,20120901,388.9638,129.571,44.89327818,-124.5903238,Bottom Depth,Gear Track Midpoint,45.576,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.269722,94818,93207,8775,2012-09-01T10:09:35Z,2012-09-01T09:18:04Z,2.01203E+11,236.85,Noahs Ark,17,2012,NA
2.185670573,20120904,439.7559,107.345,43.72219601,-124.6859068,Bottom Depth,Gear Track Midpoint,168.43,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.341389,72845,70816,9897,2012-09-04T07:45:49Z,2012-09-04T06:52:08Z,2.01203E+11,107.21,Noahs Ark,17,2012,NA
1.685885415,20120904,189.6003,27.292,43.69574127,-124.5497766,Bottom Depth,Gear Track Midpoint,2.098,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.310278,94310,92433,9901,2012-09-04T09:55:50Z,2012-09-04T09:16:18Z,2.01203E+11,97.57,Noahs Ark,17,2012,NA
2.004164044,20120904,113.7419,78.21,43.65845727,-124.3735175,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.312778,120807,114921,9966,2012-09-04T12:17:19Z,2012-09-04T11:42:06Z,2.01203E+11,174.33,Noahs Ark,17,2012,NA
2.022629391,20120904,126.1911,36.1,43.51631858,-124.4685237,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.308889,141652,135820,10080,2012-09-04T14:28:03Z,2012-09-04T13:50:25Z,2.01203E+11,137.12,Noahs Ark,17,2012,NA
